cod,seguradora,roa,roe,giro_ativo,endividamento,endividamento_comp,margem_lucro_bruto,margem_lucro_liquido,imobilizacao_ativo,sinistralidade,taxa_despesas_comercializacao,taxa_despesas_adm,combinado,combinado_ampliado,pmcr,liquidez_geral,liquidez_corrente,beneficiarios,tiquete_medio,ativo_total,ativo_circ,ativo_nao,aplicacoes,conta_corrente_cooperados,contraprestacao_a_receber,contraprestacoes_efetivas1,contraprestacoes_efetivas2,contraprestacoes_liquidas,contribuicao_social,creditos_n_opas,creditos_opas,debitos_diversos,debitos_n_opas,debitos_opas,despesas,despesas_adm,despesas_comercializacao,despesas_de_comercializacao_diferidas,despesas_emp,despesas_financeiras,despesas_patrimoniais,disponível,emprestimos_a_pagar,exigivel_a_longo_prazo,imobilizado,imposto_renda,impostos_diferidos,impostos_participacoes_lucro,intangível,investimentos,neg_recuperacao_outras_despesas_operacionais1,operadoras_pas,outras_despesas,outras_despesas_operacionais1,outras_receitas_operacionais1,outros_creditos_opas1,outros_creditos_opas2,outros_valores_e_bens1,outros_valores_e_bens2,outros_valores_e_bens3,participacoes_resultados,passivo_circ,passivo_nao,passivo_total,patrimonio_liquido,prov_contigencias,prov_opas_lp1,prov_perdas_creditos,prov_tecnicas_opas,provisoes,realizável a longo prazo,receita_adm_pas,receita_sus,receitas,receitas_financeiras,receitas_patrimoniais,resultado_acumulado,sinistros_conhecidos,sinistros_indenizaveis_liquidos,taxas_a_receber,titulos_a_receber,tributos_a_recolher,tributos_diretos_opas,variacao_das_prov_tec,variacao_peona,ativo_nivel,receitas_nivel,despesas_emp_nivel,modalidade
350346,unimed caceres cooperativa de trab,-0.03553793371000955,-0.17205455267138975,3.112895055246687,0.6195817454641437,0.6054404706615764,0.1247551071278549,-0.011416361001348721,0.08610390282457914,0.8976023674651403,0.00869475114664365,0.10139192137821146,1.0076890399899954,,13.983509927750855,1.6139920314322298,1.5094730885379848,13032,2999.0856867710254,12.56,11.47,1.08,6.07,0.01,1.44,39.48,-0.4,39.48,0.06,0.6,1.52,0.37,0.78,0.04,43.14,3.96,0.34,0.0,0.99,0.65,,0.37,0.83,0.18,0.37,0.14,,0.2,0.11,0.27,,0.08,1.49,0.96,0.29,,,0.71,0.04,1.55,,7.6,2.36,12.56,2.59,,0.18,0.66,5.09,,0.34,,2.36,42.89,,0.93,,34.45,35.08,,0.62,0.48,-0.4,,0.63,n3,n4,n1,Cooperativa Médica
350362,cooperativa de consumo e benefício,,,,,0.28279089689207226,,,0.0057199702955692796,,,,,,,,3.51595486499659,1606,,3.81,3.79,0.02,,0.01,1.34,1.36,,1.36,,,1.34,0.02,0.71,,1.82,1.54,,,,0.24,0.0,0.0,0.0,,,,,,0.0,0.01,,,,,,,,0.39,0.0,2.05,,1.08,0.06,3.81,2.68,,,,0.02,,0.01,,0.41,1.86,,0.08,,0.03,0.03,,,0.31,,,,n2,n2,,Medicina de Grupo
350371,unimed do sudoeste cooperativa de ,,,2.0149955442903558,0.5122924073960834,0.5007176566778588,0.17406424549680777,,0.30625076379444777,0.858711116153934,0.002563121602165551,0.13420841839991401,0.9954826561560135,,33.56464073210289,1.9520101909822785,1.3855098316452659,33592,3229.6178858061444,53.84,37.35,16.49,24.11,,9.97,110.33,-1.84,110.33,,1.74,10.12,0.92,,,132.88,14.56,0.28,,5.48,2.82,0.0,0.83,3.92,0.62,1.36,,,,0.11,1.31,,,17.82,0.19,,0.14,,0.25,0.07,,,26.96,14.12,53.84,12.76,,0.62,4.06,20.8,0.1,13.71,,21.38,132.79,,2.84,,92.45,93.16,,0.23,1.21,-1.84,,0.71,n4,n5,n4,Cooperativa Médica
350648,unimed região da campanha/rs - coo,0.0646671606184244,0.13683945114465762,0.9087814334898988,,0.2752842272021161,0.36238996975590987,0.0711581005457933,0.41839382000093644,0.6884832904925772,0.004731009844586212,0.2660636285776572,0.9592779289148206,0.9915713069618797,25.047133990411986,,2.1127479256995105,4949,3859.4074681753896,21.02,12.22,8.79,6.97,0.37,1.33,19.5,-0.4,19.5,0.16,1.47,1.33,0.92,0.99,,25.62,5.08,0.09,,0.76,0.55,0.11,1.01,,,1.56,0.4,,0.56,0.0,0.97,,,6.17,0.57,0.01,,,0.65,0.01,0.08,,5.79,5.3,21.02,9.93,,,-0.11,3.0,,6.26,,7.15,27.54,-0.07,1.18,,13.02,13.15,,0.71,0.51,-0.4,,0.13,n3,n4,n1,Cooperativa Médica
350699,centro hospitalar atibaia ltda.   ,0.23369789351874284,0.43174744128637627,2.1824643192464435,,0.33944692152666645,,0.10707982323368914,0.2896942699777379,0.7299766326727634,0.0075790579887628565,0.15255283017330248,0.8901085208348287,,33.17174108986141,,2.092538435251243,20689,2744.3966073759,26.02,18.48,7.54,11.78,,5.23,58.21,-1.43,58.21,0.0,,5.23,0.92,,0.0,52.63,8.66,0.43,,4.61,0.17,,0.11,,,0.02,0.0,,0.0,0.0,,-0.17,,,2.09,0.34,,,1.17,0.0,,,8.83,3.1,26.02,14.08,,,0.01,5.88,,7.51,,,58.71,,1.58,-1.12,44.48,41.45,,0.18,2.04,-1.43,,-3.04,n3,n4,n3,Medicina de Grupo
350729,operadora de planos privados de as,0.08024072254666693,0.625417144409663,,0.7166999701445169,0.7130154750381572,,,0.5825212078256895,,,,,,,1.39528399840502,0.6365921595341371,16177,,15.8,6.6,9.21,4.75,,0.31,33.57,,33.57,0.11,,0.35,0.58,,0.05,32.85,4.21,0.23,,1.65,1.34,0.01,0.02,3.2,0.96,9.16,0.28,,0.39,0.04,0.0,,0.0,,0.1,0.07,0.04,,1.07,0.38,,,10.36,2.14,14.54,2.03,0.02,0.96,0.38,5.95,0.01,,,0.08,34.5,,0.68,,26.43,26.55,,0.03,0.57,,,0.12,n3,n4,n2,Medicina de Grupo
351091,free life operadora de planos de s,-0.0021220575592251975,-0.010340644330024951,2.218193650522572,0.7111359491479528,0.6920436664280024,,-0.0009566601900268146,0.3060340337653633,0.7598571747431763,0.029884146776398737,0.18996854444757774,0.9797098659671527,,35.39553068725412,1.4062008835274742,1.000654268660277,25194,983.2044974994047,11.17,7.75,3.42,3.27,,2.38,25.26,-0.49,25.26,0.0,,2.44,0.27,,,25.52,4.71,0.74,,0.43,1.07,,0.02,0.09,0.2,1.52,0.0,,0.0,0.11,1.31,,,0.01,0.07,,0.05,,1.64,0.02,,,7.74,1.15,11.19,2.29,0.04,0.2,0.07,5.76,,0.48,,,25.5,,0.64,,18.87,18.82,,0.36,1.62,-0.49,,-0.05,n3,n4,n1,Medicina de Grupo
351202,unimed de ribeirao preto - coopera,0.04638279844649003,0.2513317195971717,0.8940534543619345,0.25159655124016916,0.24654071825286802,0.20628644424102016,0.05187922290350343,0.7191345016595146,0.6926820905681617,0.029249796759019002,0.12276362045875172,0.8446955077859324,,24.86927936266661,3.9746172794134185,1.1392256026950145,125855,3051.905939613047,429.61,120.66,308.95,62.59,4.71,5.51,390.74,-6.65,390.93,0.75,10.03,26.53,16.3,11.93,1.55,412.48,47.15,11.23,,10.86,24.21,0.0,0.68,9.67,2.17,119.66,2.11,,3.13,0.91,3.82,,18.55,62.05,-1.31,0.02,,2.47,8.47,1.28,4.78,0.27,105.92,244.41,429.61,79.28,,2.17,3.08,46.85,,184.56,,23.24,435.53,,28.14,,268.32,266.06,,6.29,14.91,-6.65,-0.19,-2.26,n4,n5,n5,Cooperativa Médica
351270,poli saude operadora de plano de s,0.2613995109923388,0.5454366185706937,2.0691245121970563,,0.5207518122319487,0.2925534111887642,0.12633338856673118,0.02071741522872678,0.7100232296736402,0.009457051488558271,0.11942371575742232,0.8389039969196209,,2.842441070184475,,1.8805169022342065,8047,1829.8929737790484,7.12,6.97,0.15,5.77,,0.11,15.07,-0.34,15.07,0.22,0.0,0.12,0.16,,0.02,13.1,1.76,0.14,,0.69,0.21,0.01,1.07,,,0.04,0.58,,0.79,0.0,0.1,,,0.3,0.23,,0.01,,0.01,,,,3.71,,7.12,3.41,,,,3.15,0.24,,,0.34,15.76,,0.67,,10.23,10.46,,0.0,0.14,-0.34,0.0,0.22,n2,n4,n1,Medicina de Grupo
351407,unimed de catanduva - cooperativa ,0.09351987712056596,0.2341744278659433,1.4101038956867527,0.44507204174780923,0.44398102127153105,0.25770576976629966,0.06632126711132846,0.4695400540602688,0.8062389926320568,0.0020790936055685863,0.17875144640306573,0.9870695326406911,1.0120184546936104,5.860542578751722,2.2468272688461277,1.1947806787338127,42515,2151.3419781253674,64.86,34.41,30.46,23.89,0.93,1.49,93.18,-1.72,93.19,0.7,3.74,1.49,8.33,2.34,0.02,117.98,16.35,0.19,,4.28,1.32,0.08,0.36,0.02,0.07,9.02,2.06,,2.83,0.45,10.99,,,25.32,,0.09,0.0,,3.64,0.07,0.94,0.06,28.8,10.16,64.86,25.9,,0.07,0.97,12.31,,10.0,,31.17,126.87,-0.94,3.52,,73.21,73.74,,0.28,4.85,-1.72,-0.01,0.53,n4,n5,n3,Cooperativa Médica
351776,unimed de registro cooperativa de ,0.18554354806402473,0.4631712227605198,1.7951232257789116,,0.39996639636373965,0.3013877208380608,0.10335978355107994,0.11868699751778057,0.4922177189589638,,0.14219678636334238,,,41.84128533526569,,2.2034676175163748,7557,3722.102152970756,15.67,13.81,1.86,3.3,,3.27,28.83,-0.7,28.83,,0.86,3.27,0.27,,,26.08,4.0,,,0.95,0.31,0.47,0.05,0.26,,0.09,,,0.02,0.0,1.46,,,5.96,0.1,0.25,,,6.08,0.0,0.07,0.02,6.27,3.13,15.67,6.28,,,1.39,4.93,,0.31,,0.16,29.0,,0.41,,13.82,13.85,,0.19,0.81,-0.7,,0.02,n3,n4,n1,Cooperativa Médica
351792,unimed foz do iguacu cooperativa t,0.0808725062503781,0.31397806885467117,1.3345071597924751,,0.5341253254249787,0.15180895050430462,0.060601028369869754,0.3486901805240988,0.8401545625694428,0.012127581728025113,0.15286332080664805,1.0051454651041158,,49.6678815371814,,1.2193951278338735,23373,2154.2743528858086,37.73,24.57,13.16,13.33,0.54,6.35,51.71,-1.36,51.71,0.14,2.32,6.95,2.76,1.13,0.82,54.37,7.7,0.61,,1.21,0.72,0.0,0.05,0.08,,6.59,0.37,,0.51,0.03,1.2,-2.83,,5.46,-0.1,0.32,0.58,0.02,1.18,0.02,0.02,,20.15,7.86,37.73,9.72,,,0.5,13.53,,5.34,,5.06,57.93,,1.8,,41.7,42.3,,0.7,1.29,-1.36,,0.6,n3,n4,n2,Cooperativa Médica
352179,unimed fronteira noroeste/rs - coo,0.016090489474355034,0.045176388995625594,1.8539317388004042,0.5275804487434824,0.5183477647676418,0.13211219140079394,0.008679116462381977,0.2649928109201853,0.9252719503482522,,0.13590234967515158,,,12.938093996903733,1.895445523771134,1.417980821059958,21958,2179.7887161854446,25.82,18.98,6.84,13.07,1.17,1.72,48.06,-0.19,47.61,0.03,1.38,1.72,2.02,0.35,,65.19,6.5,,,2.22,0.97,,0.18,0.49,0.24,3.18,0.09,,0.12,0.0,2.59,,,12.59,0.73,0.06,,,1.33,0.59,0.03,,13.38,3.24,25.82,9.2,0.02,0.24,0.08,8.65,0.16,1.08,0.43,15.34,65.73,-0.29,1.95,,43.76,44.29,,0.67,0.54,-0.19,0.02,0.52,n3,n4,n3,Cooperativa Médica
352314,unimed joão monlevade cooperativa ,,,1.4406431960273436,0.3902681667790359,0.3831367706698142,0.09297440582403438,,0.048851901421166834,0.8949595973639245,0.0017645971262168038,0.13008371555543052,1.0268079100455718,1.034948079956148,24.034826328493708,2.5623406803921704,2.482528881046839,18557,2328.1284442528427,29.99,28.52,1.47,22.38,0.08,2.88,43.64,-0.44,43.76,,0.68,2.88,1.53,0.9,,46.69,5.62,0.08,,1.79,0.12,0.0,1.08,,0.21,0.4,,,,0.0,0.66,,,2.03,0.08,2.36,,,0.6,,,,11.49,6.49,29.99,12.01,,0.21,0.11,8.25,,0.4,,1.51,50.1,-0.22,3.17,,38.29,38.67,,0.9,0.74,-0.44,-0.11,0.38,n3,n4,n2,Cooperativa Médica
352331,caixa beneficente dos funcionarios,,,,0.016756190528632534,0.020743017579422172,,,0.013179306454938814,,,,,,,59.6794359846426,59.03250591617336,62801,,7527.83,7428.62,99.21,7402.76,,12.39,356.33,,346.68,,,24.45,5.3,0.0,10.97,1343.49,374.94,,,13.93,188.23,0.01,0.37,,0.3,3.77,,,,1.01,,,8.58,,20.37,5.1,1.82,1.65,0.78,0.21,,,125.84,10.66,6066.59,5930.09,,0.3,2.21,106.06,,94.43,9.64,331.2,2804.72,,2112.0,,750.28,757.74,,0.04,3.51,,,7.45,n4,n6,n5,Autogestão
352501,unimed porto alegre - cooperativa ,0.0679455920842828,0.16036667484212228,2.112357160970724,0.49986668658870265,0.4859016491497386,0.13056754012612964,0.032165768810165946,0.21636878554423306,0.8689163652165398,0.002208442197811271,0.11320305130796741,0.9843278587223185,1.0020355112457129,8.336678183648878,2.0005333958628335,1.6127362725090857,641723,3035.2058675316293,922.08,722.57,199.51,551.5,1.12,45.11,1961.08,-13.32,1964.09,6.43,75.01,45.11,55.47,25.38,,2255.83,220.49,4.3,,63.06,27.92,0.58,14.66,2.24,12.88,67.33,16.91,-3.83,21.88,28.55,23.33,,,290.84,14.94,12.57,,,8.82,3.54,0.14,2.36,448.04,83.36,922.08,390.67,0.58,12.88,3.73,321.86,9.93,80.29,,289.84,2340.35,-6.5,94.78,,1675.87,1692.44,,23.81,32.03,-13.32,-3.01,16.58,n4,n6,n5,Cooperativa Médica
352519,unimed alto jacuí/rs - cooperativa,,,2.1213901965629596,0.7292519777160692,0.7161693209888147,0.1429967190124168,,0.2649736160648436,0.8931847713082475,,0.17753488011609905,,,14.836960164948447,1.371268135784673,1.0263304534189008,9203,2260.636566337064,9.81,7.21,2.6,4.31,0.12,0.81,21.37,-0.56,21.37,,0.43,0.86,3.7,0.25,0.16,27.33,3.69,,,1.06,0.01,0.0,1.48,,0.13,1.04,,,,0.07,0.79,,,4.97,0.1,0.01,,0.05,0.08,0.0,,,7.02,1.35,9.81,1.44,,0.13,-0.02,2.5,,0.7,,5.72,27.43,-0.17,0.63,,18.18,18.58,,0.04,0.3,-0.56,,0.4,n2,n4,n2,Cooperativa Médica
352543,unimed imperatriz cooperativa de t,0.05642319328643267,0.19814001179690657,1.6346894908357055,0.5373406372049673,0.5364820663522881,0.16065179106227204,0.03451615343632468,0.3368133161114111,0.7523462473095242,0.016734462878083545,0.14162056799324713,0.9107012781808549,,18.928561440209787,1.8610168871678925,1.2361767997163553,28203,2784.0106673048963,48.03,31.85,16.18,17.88,0.14,4.13,78.74,-0.23,78.74,0.0,3.71,4.13,3.81,0.0,2.1,83.79,11.12,1.31,,1.67,1.17,0.0,4.0,0.03,0.04,10.93,0.0,,0.0,0.05,2.23,-0.0,,8.98,1.17,2.43,,,0.95,0.03,0.01,,25.77,8.59,48.03,13.68,,0.04,0.96,17.21,,2.96,,2.15,86.5,,3.29,,59.69,59.07,,1.15,2.49,-0.23,0.01,-0.61,n3,n4,n2,Cooperativa Médica
352586,sistemas e planos de saúde ltda.  ,0.08198382000451265,0.3801904173503384,2.2765267855678473,0.6131767196744153,0.5457021704182977,,0.03601267532815915,0.3596472904153929,0.6978137165700724,0.05072530025474777,0.19492060612211237,0.9434596229469324,,5.104658405908234,1.6308512177875574,1.1734472470464186,75447,792.709072461463,26.27,16.82,9.45,14.66,,0.85,61.67,-1.86,61.67,0.32,,0.85,1.23,,0.02,58.41,11.66,3.03,,2.89,1.12,,0.02,0.12,1.77,2.8,0.86,-0.01,1.17,0.26,,,,0.18,0.61,0.16,,,1.28,0.01,,,14.34,6.27,26.27,5.67,,1.77,0.07,11.18,0.0,6.39,,,61.74,,1.76,,41.04,41.73,,0.01,1.79,-1.86,,0.7,n3,n4,n3,Medicina de Grupo
352683,unimed de campos cooperativa de tr,,,1.2298560811155415,0.5096061205197714,0.501872400043101,0.15452929579514552,,0.5347357831352281,0.8488206125809317,0.009877249287144613,0.11027588852401547,0.9689737503920917,1.0014943776391525,28.54079542502979,1.9622998228122785,0.9270567913772801,50056,2834.4402309413454,115.36,53.67,61.69,20.32,0.07,11.25,144.22,-2.34,144.22,,15.05,11.25,7.32,8.41,4.24,207.49,15.65,1.4,,5.25,2.25,0.0,1.04,4.9,0.89,26.98,,,,0.27,2.19,,,63.6,3.07,,,,2.38,0.3,0.06,,57.9,39.35,115.36,18.12,0.23,0.89,0.86,27.64,0.07,32.25,,64.08,208.1,-2.36,3.44,,120.88,120.43,,3.28,5.25,-2.34,,-0.45,n4,n5,n4,Cooperativa Médica
352861,unimed andradas cooperativa de tra,0.09828549800354976,0.18169327821580195,1.3540130836330324,0.32045208012326243,0.29998844533691693,0.26673546694729183,0.07258829267722741,0.23985643533562412,0.7787345498260557,0.013000391193687826,0.17879811367415294,0.9705330546938965,,31.889383169652234,3.1205913833211762,2.5339094771155564,5895,1886.2429720101782,8.21,6.24,1.97,3.92,0.04,0.71,11.29,-0.17,10.95,0.06,0.17,0.98,0.25,0.15,0.11,12.89,1.99,0.14,,0.66,0.03,0.03,0.71,,0.17,0.1,0.13,,0.19,0.03,0.54,,,1.42,0.59,0.02,0.18,0.09,0.36,0.01,0.0,0.0,2.46,1.31,8.21,4.44,,0.17,0.03,1.73,,1.3,,1.92,13.88,,0.58,,8.29,8.66,,0.09,0.19,-0.17,0.34,0.37,n2,n4,n1,Cooperativa Médica
353027,unimed de itapetininga - cooperati,,,1.8189357180062702,0.5357113332419281,0.5213644982174565,0.27494152584582965,,0.5290731660229431,0.8407631933943417,0.0031873200452229504,0.17107863207081378,1.0150291455103784,,5.268883004056269,1.8666769544492694,0.9103746100846215,17729,2642.77850414575,25.76,12.13,13.63,8.86,0.31,0.69,50.26,-3.4,50.31,,0.26,0.69,2.61,0.52,0.0,72.59,8.02,0.15,,1.86,1.96,,1.16,1.43,0.47,10.52,,,,0.12,2.9,,0.0,18.9,1.16,0.25,,,0.51,0.02,0.02,,13.32,5.6,25.56,6.63,,0.47,3.02,7.23,,0.09,,24.32,72.79,,1.35,,41.54,39.39,,0.62,1.23,-3.4,-0.05,-2.15,n3,n4,n2,Cooperativa Médica
353060,unimed patos de minas cooperativa ,0.0541263608907876,0.21802687658765052,0.8784686693205053,0.41146142420656506,0.3345686281132225,0.15677617478789918,0.06161444657173066,0.16482484218860538,0.8648840423185095,0.007876015291612675,0.13444771935265745,1.0072077769627796,,37.342466997749355,2.4303614899703754,2.4962745686028884,33263,1737.7778059705981,65.8,54.95,10.85,45.72,0.0,5.55,59.84,-2.03,59.78,0.48,2.42,6.0,0.81,2.32,0.21,59.97,7.77,0.46,,2.47,0.06,0.0,0.33,,5.06,1.62,1.32,,2.0,0.09,1.91,,,0.56,1.13,0.11,0.44,0.01,0.37,0.0,0.1,0.2,22.01,27.45,65.8,16.34,,5.06,0.0,17.48,,7.23,,1.81,65.53,,5.55,,48.99,49.99,,0.02,1.19,-2.03,0.05,1.0,n4,n4,n3,Cooperativa Médica
353264,santa casa de misericordia de são ,,,,,0.3784503000765967,,,0.42882024942098923,,,,,,,,1.509259605457854,7950,,17.26,9.86,7.4,6.17,,1.12,21.16,,21.28,,1.71,1.12,2.29,0.1,,54.12,4.26,,,0.42,0.53,,0.04,0.05,,7.35,,,,0.01,,,,32.09,0.25,0.78,,,0.81,0.01,,,6.53,2.87,17.26,7.86,,,0.17,3.79,,0.04,,33.65,57.17,,0.93,,16.83,16.83,,,0.31,,-0.12,,n3,n4,n1,Filantropia
353353,unimed teresina - cooperativa de t,0.19527882746901948,0.4356231018846245,1.3772432236353647,0.42058011203378237,0.42052355531522234,0.2608234095387158,0.14178964479023715,0.47102672404549,0.7913393492208022,0.006899247975100067,0.09286894987685337,0.8911075470727556,,26.34195638978826,2.3776683000162326,1.2578921424698655,88642,3122.4184686717354,200.96,106.31,94.66,65.96,0.31,20.25,286.46,-9.69,286.45,-2.3,8.33,20.25,5.45,4.86,6.43,274.96,25.7,1.91,,6.46,3.09,6.27,1.36,,0.01,27.39,-6.38,,-8.68,0.78,64.31,-1.2,,0.78,13.25,0.03,,,5.7,0.03,,,84.51,26.37,200.96,90.09,1.78,0.01,4.35,62.78,,2.18,,15.22,305.52,,10.87,,215.79,219.02,,4.67,4.68,-9.69,0.01,3.23,n4,n5,n4,Cooperativa Médica
353663,unimed norte do mato grosso cooper,0.050759081628380505,0.12842413936580385,2.0666943823895987,,0.4839145815714731,0.14883227390626913,0.02456051657221361,0.19712097307101872,0.8388769793329593,0.024106369561592147,0.12669767257788167,0.9896810214724332,,8.507821397519875,,1.6591337758860194,57025,2330.827155633494,64.31,51.64,12.68,38.13,1.05,2.64,134.08,-1.17,134.08,0.39,4.81,3.14,9.66,3.13,1.65,146.19,16.84,3.2,,4.73,1.6,,0.37,,,8.74,0.95,,1.34,,2.04,,,12.7,0.16,0.04,0.5,,5.17,,,,31.12,7.77,64.31,25.42,,,0.18,12.55,,1.9,,11.07,150.8,,6.18,,109.91,111.5,,0.01,3.09,-1.17,,1.59,n4,n5,n3,Cooperativa Médica
353698,unimed região da produção/rs - coo,0.03306525970892562,0.0850915710111358,0.5260231756389456,,0.3180501384421009,0.46963993708008067,0.06285894089887234,0.7401488391074309,0.6745012745071709,0.0012904860797351195,0.27541963465862734,0.9512113952455333,1.0462903902048093,24.569642729217467,,0.8170131985019505,5057,2624.888327071386,25.23,6.56,18.68,2.15,0.04,0.91,13.7,-0.43,13.7,0.06,1.42,0.91,3.32,0.22,0.37,24.96,3.66,0.02,,0.95,0.72,,0.73,1.78,,15.82,0.14,,0.2,0.05,0.26,,,10.47,1.01,0.05,,,1.07,0.22,0.01,,8.03,7.4,25.23,9.81,,,0.14,1.95,,2.54,,12.38,26.0,-0.49,0.31,,8.89,8.95,,0.05,0.35,-0.43,,0.07,n3,n4,n1,Cooperativa Médica
353876,unimed pontal do triângulo - coope,0.06573185741878734,0.15361141560021183,1.5180388539887972,0.3782807646970511,0.3511552684360664,0.17440305239058757,0.04330051055417349,0.09383904121535405,0.8259029332874875,0.006325850911310104,0.14789770340169117,0.9801264876004888,0.9901120618993745,22.911625637130903,2.643539120475389,2.5805136366610646,12261,1484.373551096974,11.99,10.86,1.13,9.07,,0.97,18.69,-0.49,18.69,0.04,0.19,1.16,0.37,0.14,,19.19,2.69,0.12,,0.75,0.18,0.01,0.12,,0.33,0.18,0.09,,0.23,0.04,0.44,,0.0,0.63,0.39,0.0,0.19,,0.05,,0.0,0.09,4.21,2.65,11.99,5.13,,0.33,0.13,3.4,,0.46,,0.63,20.2,-0.0,1.28,,14.77,15.03,,0.27,0.3,-0.49,,0.26,n3,n4,n1,Cooperativa Médica
354031,unimed são carlos - cooperativa de,-0.028408518068745458,-0.15404880481261626,1.802125560148458,0.39352927273681826,0.3735799520345504,0.1640081575770294,-0.0157638949787745,0.6125295529013874,0.8427823541587574,0.003740066773455388,0.13792006426773215,0.9844424851999449,0.9934369304509636,4.284809001119344,2.541107026284098,1.03718212122576,95757,2732.2660926094177,145.18,56.25,88.93,29.52,0.51,2.98,264.15,-2.52,265.51,0.25,5.97,3.11,10.6,2.2,0.03,325.21,36.08,0.98,,12.24,2.29,0.21,0.42,5.44,2.9,45.05,0.68,,1.12,3.78,2.95,,0.04,54.02,9.73,0.49,0.09,,6.95,0.03,5.67,0.18,54.24,64.17,145.18,26.77,,2.9,1.4,24.57,1.97,37.14,,55.8,322.2,-0.08,3.92,,223.58,220.5,,4.58,8.91,-2.52,-1.36,-3.08,n4,n5,n5,Cooperativa Médica
354066,unimed uberaba cooperativa de trab,0.13093686435560087,0.288566635775239,1.5104383474471412,0.4113040498031573,0.40900051554913214,0.2806148349644837,0.0866879899976739,0.17512726350322352,0.7297920774811059,0.007049457378985975,0.1683217327552589,0.9051632676153507,,18.101562367722078,2.43129140225724,2.0168012145150627,85529,1775.822087479101,100.56,82.95,17.61,50.35,0.0,5.18,157.35,-5.47,157.47,0.5,10.41,7.64,6.6,4.9,0.0,156.02,25.57,1.07,,7.51,1.54,,4.43,,0.23,7.73,1.38,,2.73,3.15,3.05,,0.17,11.43,1.58,0.2,2.29,,8.26,0.15,,0.85,41.13,13.8,100.56,45.63,1.86,0.23,2.12,22.73,3.5,3.67,,13.01,171.92,,6.42,,110.57,110.84,,1.7,3.39,-5.47,-0.12,0.28,n4,n5,n4,Cooperativa Médica
354279,unimed de lins - cooperativa de tr,0.05638572141158304,0.3563740236242856,0.5667360914540029,0.20652765319872107,0.18451084861180758,0.3434009344861569,0.09949202505688555,0.7285054738318401,0.7382151152440194,0.011996423267967363,0.1905042559924167,0.9407157945044036,0.9815845509093702,17.86977077209386,4.841966605981811,1.5593538167857157,15369,2566.1204463530485,69.59,18.89,50.7,11.58,,1.85,40.32,-0.88,40.33,0.16,3.06,1.96,2.95,0.7,0.94,57.48,7.51,0.47,,2.43,1.42,0.07,0.02,0.09,2.26,9.12,0.42,,0.63,0.34,1.11,,,16.54,1.55,0.06,0.11,0.0,2.13,0.06,,0.05,12.12,42.54,65.67,11.01,0.28,2.26,0.51,5.78,,40.13,,19.76,62.03,-0.22,3.0,,31.02,29.11,,0.08,1.65,-0.88,-0.01,-1.91,n4,n4,n3,Cooperativa Médica
354295,unimed chapecó - cooperativa de tr,0.09232333926546996,0.32173250397367525,0.6876073432160897,0.27270657836659246,0.27163865361608325,0.37101032420956404,0.1342675295375025,0.6328468511280197,0.7449749166792865,0.0037168950413033917,0.1377277886775794,0.8864196003981692,1.0043070840282362,12.378404786838399,3.6669449119622106,1.3516233569280283,50261,2044.3155142157937,149.43,54.86,94.57,37.25,0.07,1.54,104.62,-1.87,104.62,0.55,7.65,3.53,12.27,1.92,0.26,164.76,14.15,0.38,,4.92,7.33,0.21,0.15,13.38,0.16,67.34,1.44,,1.99,0.8,1.97,,,63.19,1.41,0.11,1.99,,5.44,0.11,0.5,,40.59,65.96,149.43,42.88,0.85,0.16,0.69,7.45,,24.45,,75.11,180.55,-4.73,6.91,,74.01,76.55,,0.23,5.23,-1.87,,2.53,n4,n5,n3,Cooperativa Médica
354325,unimed araguari cooperativa de tra,0.0760576405946116,0.31654454290627093,1.873815565030434,0.6388332815815319,0.6294997152381746,0.22499033115972922,0.0405897154522656,0.18511618908698216,0.8138357316646387,0.004235090218059206,0.18069637424639942,0.9987671961290974,1.0177635947567438,6.807189227532079,1.5653536358098679,1.2944943280946555,15113,2258.289729372064,18.21,14.84,3.37,10.0,0.01,0.45,34.69,-0.56,34.95,0.12,0.54,0.65,0.37,0.98,0.01,35.89,6.17,0.14,,1.38,0.51,,0.04,,0.17,0.26,0.31,,0.43,0.0,0.6,,,0.52,0.45,0.34,0.19,,0.03,0.02,3.08,,11.47,2.37,18.21,4.38,,0.17,0.32,9.68,,2.51,,1.85,37.7,-0.13,1.48,,27.48,27.78,,0.49,0.42,-0.56,-0.26,0.29,n3,n4,n2,Cooperativa Médica
354511,operadora unieste de planos de saú,0.08790456545465343,0.23911236503720315,,,0.6125401087181293,,,0.36094533644980265,,,,,,,,1.0432862345741825,16172,,38.08,24.33,13.74,11.38,,9.67,125.02,,125.02,0.27,0.03,9.67,0.82,,0.0,123.07,11.01,2.01,,1.71,0.36,,1.57,,,0.16,0.74,,1.01,0.01,13.57,,,,,1.0,,,0.81,0.79,,,23.32,0.76,38.08,14.0,,,0.3,20.48,,,,0.06,127.43,,1.36,,107.96,109.39,,0.08,2.02,,,1.44,n3,n5,n2,Medicina de Grupo
